連番,索引番号,表示山名,表示よみ,地理院山名,山頂名,標高(m),種別,都道府県,緯度,経度,百名山,二百名山,三百名山,百高山,別名(検索用),照合方法,確認状態,備考
1,1,知床岳,しれとこだけ,知床岳,,1254,三角点,北海道,44.235726,145.273940,,,,,,,その他,
2,2,硫黄山,いおうざん,硫黄山,,1562,三角点,北海道,44.133258,145.161290,,,,,,,その他,
3,3,知円別岳,ちえんべつだけ,知円別岳,,1544,標高点,北海道,44.124615,145.168839,,,,,,,その他,
4,4,サシルイ岳,さしるいだけ,サシルイ岳,,1564,標高点,北海道,44.095319,145.143678,,,,,,,その他,
5,5,羅臼岳,らうすだけ,羅臼岳,,1660,測定点,北海道,44.075917,145.122246,1,,,,,百名山:自動(名前一致・よみ一致・標高一致・県一致),自動一致,
6,6,遠音別岳,おんねべつだけ,遠音別岳,,1330,三角点,北海道,43.993399,145.013274,,,,,,,その他,
7,7,海別岳,うなべつだけ,海別岳,,1419,三角点,北海道,43.876845,144.876540,,,,,,,その他,
8,8,斜里岳,しゃりだけ,斜里岳,,1547,標高点,北海道,43.765743,144.717659,1,,,,,百名山:自動(名前一致・よみ一致・標高一致・県一致),自動一致,
9,9,標津岳,しべつだけ,標津岳,,1061,標高点,北海道,43.668171,144.704818,,,,,,,その他,
10,10,藻琴山,もことやま,藻琴山,,1000,三角点,北海道,43.704313,144.330987,,,,,,,その他,
11,11,アトサヌプリ（硫黄山）,あとさぬぷり（いおうざん）,アトサヌプリ,,508,標高点,北海道,43.610395,144.438652,,,,,硫黄山,,その他,
12,12,カムイヌプリ（摩周岳）,かむいぬぷり（ましゅうだけ）,カムイヌプリ,,857,標高点,北海道,43.572273,144.560902,,,,,摩周岳,,その他,
13,13,雄阿寒岳,おあかんだけ,雄阿寒岳,,1370,三角点,北海道,43.454056,144.164617,,,,,,,その他,
14,14-1,阿寒岳,あかんだけ,雌阿寒岳,,1499,標高点,北海道,43.386318,144.008813,1,,,,雌阿寒岳,百名山:自動(名前部分一致・標高一致・県一致),目視確認済,百名山: 百名山の阿寒岳=雌阿寒岳1499m
15,14-2,雌阿寒岳（阿寒富士）,めあかんだけ（あかんふじ）,雌阿寒岳,阿寒富士,1476,三角点,北海道,43.374063,144.006504,,,,,雌阿寒岳/阿寒富士,,その他,
16,15,ウコタキヌプリ,うこたきぬぷり,ウコタキヌプリ,,747,標高点,北海道,43.208527,143.797571,,,,,,,その他,
17,16,礼文岳,れぶんだけ,礼文岳,,490,三角点,北海道,45.372520,141.015803,,,,,,,その他,
18,17,利尻岳,りしりだけ,利尻山,,1721,標高点,北海道,45.178536,141.242036,1,,,,利尻山（利尻富士）/利尻富士,百名山:自動(標高一致・県一致),目視確認済,百名山: 表記違い: 利尻岳=利尻山(利尻富士)
19,18,幌尻山,ぽろしりやま,幌尻山,,427,三角点,北海道,45.165622,142.008524,,,,,,,その他,
20,19,パンケ山,ぱんけざん,パンケ山,,632,三角点,北海道,44.857042,142.149839,,,,,,,その他,
21,20,ポロヌプリ山,ぽろぬぷりざん,ポロヌプリ山,,841,標高点,北海道,44.961847,142.420377,,,,,,,その他,
22,21,敏音知岳,ぴんねしりだけ,敏音知岳,,703,三角点,北海道,44.893060,142.234535,,,,,,,その他,
23,22,函岳,はこだけ,函岳,,1129,三角点,北海道,44.665888,142.412131,,,,,,,その他,
24,23,ピヤシリ山,ぴやしりやま,ピヤシリ山,,987,三角点,北海道,44.433695,142.584098,,,,,,,その他,
25,24,欝岳,うつだけ,欝岳,,818,三角点,北海道,44.291743,143.082530,,,,,,,その他,
26,25,ウエンシリ岳,うえんしりだけ,ウエンシリ岳,,1142,三角点,北海道,44.228801,142.876338,,,,,,,その他,
27,26,渚滑岳,しょこつだけ,渚滑岳,,1345,三角点,北海道,44.040358,142.917386,,,,,,,その他,
28,27,天塩岳,てしおだけ,天塩岳,,1557,三角点,北海道,43.964372,142.887986,,1,,,,二百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
29,28,チトカニウシ山,ちとかにうしやま,チトカニウシ山,,1445,三角点,北海道,43.906794,143.048547,,,,,,,その他,
30,29,仁頃山,にころやま,仁頃山,,829,三角点,北海道,43.878268,143.718209,,,,,,,その他,
31,30,ニセイカウシュッペ山,にせいかうしゅっぺやま,ニセイカウシュッペ山,,1883,標高点,北海道,43.779967,142.985346,,,1,,,三百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
32,31,武利岳,むりいだけ,武利岳,,1876,三角点,北海道,43.732934,143.176511,,,,,,,その他,
33,32,武華山,むかやま,武華山,,1759,三角点,北海道,43.705705,143.160519,,,,,,,その他,
34,33,北見富士,きたみふじ,北見富士,,1291,三角点,北海道,43.693735,143.295921,,,,,,,その他,
35,34-1,大雪山,たいせつざん,大雪山,旭岳,2291,三角点,北海道,43.663582,142.854138,1,,,,大雪山（ヌタプカウシペ）/旭岳/ヌタプカウシペ,百名山:自動(名前一致・標高一致・県一致),自動一致,
36,34-2,大雪山（ヌタプカウシペ）（黒岳）,たいせつざん（ぬたぷかうしぺ）（くろだけ）,大雪山,黒岳,1984,標高点,北海道,43.697500,142.920277,,,,,大雪山（ヌタプカウシペ）/黒岳/ヌタプカウシペ,,その他,
37,34-3,大雪山（ヌタプカウシペ）（北鎮岳）,たいせつざん（ぬたぷかうしぺ）（ほくちんだけ）,大雪山,北鎮岳,2244,標高点,北海道,43.692768,142.879900,,,,,大雪山（ヌタプカウシペ）/北鎮岳/ヌタプカウシペ,,その他,
38,34-4,大雪山（ヌタプカウシペ）（愛別岳）,たいせつざん（ぬたぷかうしぺ）（あいべつだけ）,大雪山,愛別岳,2113,標高点,北海道,43.707911,142.857119,,,,,大雪山（ヌタプカウシペ）/愛別岳/ヌタプカウシペ,,その他,
39,34-5,大雪山（ヌタプカウシペ）（白雲岳）,たいせつざん（ぬたぷかうしぺ）（はくうんだけ）,大雪山,白雲岳,2230,三角点,北海道,43.661188,142.905915,,,,,大雪山（ヌタプカウシペ）/白雲岳/ヌタプカウシペ,,その他,
40,35,忠別岳,ちゅうべつだけ,忠別岳,,1963,標高点,北海道,43.591080,142.894507,,,,,,,その他,
41,36,トムラウシ,とむらうし,トムラウシ山,,2141,三角点,北海道,43.527111,142.848790,1,,,,トムラウシ山,百名山:自動(名前部分一致・標高一致・県一致),目視確認済,百名山: 表記違い: トムラウシ=トムラウシ山
42,37,オプタテシケ山,おぷたてしけやま,オプタテシケ山,,2012,三角点,北海道,43.470244,142.751538,,,1,,,三百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
43,38,美瑛岳,びえいだけ,美瑛岳,,2052,三角点,北海道,43.439895,142.706563,,,,,,,その他,
44,39,十勝岳,とかちだけ,十勝岳,,2077,標高点,北海道,43.417859,142.686283,1,,,,,百名山:自動(名前一致・よみ一致・標高一致・県一致),自動一致,
45,40,上ホロカメットク山,かみほろかめっとくやま,上ホロカメットク山,,1920,標高点,北海道,43.404887,142.671772,,,,,,,その他,
46,41,富良野岳,ふらのだけ,富良野岳,,1912,三角点,北海道,43.393723,142.634976,,,,,,,その他,
47,42,三国山,みくにやま,三国山,,1541,三角点,北海道,43.595395,143.146416,,,,,,,その他,
48,43,石狩岳,いしかりだけ,石狩岳,,1967,標高点,北海道,43.546573,143.022311,,1,,,,二百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
49,44,音更山,おとふけやま,音更山,,1932,三角点,北海道,43.561775,143.035310,,,,,,,その他,
50,45,ニペソツ山,にぺそつやま,ニペソツ山,,2013,標高点,北海道,43.455985,143.032245,,1,,,,二百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
51,46,ウペペサンケ山,うぺぺさんけやま,ウペペサンケ山,,1848,標高点,北海道,43.389519,143.082096,,,,,,,その他,
52,47,東ヌプカウシヌプリ,ひがしぬぷかうしぬぷり,東ヌプカウシヌプリ,,1252,三角点,北海道,43.245784,143.102143,,,,,,,その他,
53,48,佐幌岳,さほろだけ,佐幌岳,,1059,三角点,北海道,43.173381,142.780995,,,,,,,その他,
54,49,西クマネシリ岳,にしくまねしりだけ,西クマネシリ岳,,1635,標高点,北海道,43.519124,143.233282,,,,,,,その他,
55,50,東三国山,ひがしみくにやま,東三国山,,1230,三角点,北海道,43.508208,143.463732,,,,,,,その他,
56,51,喜登牛山,きとうしやま,喜登牛山,,1312,三角点,北海道,43.447692,143.456324,,,,,,,その他,
57,52,ピッシリ山,ぴっしりざん,ピッシリ山,,1031,三角点,北海道,44.355624,142.032063,,,,,,,その他,
58,53,三頭山,さんとうさん,三頭山,,1009,三角点,北海道,44.091549,142.085817,,,,,,,その他,
59,54,ポロシリ山,ぽろしりやま,ポロシリ山,,730,三角点,北海道,43.962587,141.836233,,,,,,,その他,
60,55,暑寒別岳,しょかんべつだけ,暑寒別岳,,1491,三角点,北海道,43.715865,141.522949,,1,,,,二百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
61,56,群別岳,くんべつだけ,群別岳,,1376,三角点,北海道,43.684740,141.487671,,,,,,,その他,
62,57,ピンネシリ,ぴんねしり,ピンネシリ,,1100,三角点,北海道,43.491807,141.706740,,,,,,,その他,
63,58,イルムケップ山,いるむけっぷやま,イルムケップ山,,864,三角点,北海道,43.629214,142.110281,,,,,,,その他,
64,59,富良野西岳,ふらのにしだけ,富良野西岳,,1331,三角点,北海道,43.309197,142.311645,,,,,,,その他,
65,60,芦別岳,あしべつだけ,芦別岳,,1726,三角点,北海道,43.235730,142.283553,,1,,,,二百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
66,61,幾春別岳,いくしゅんべつだけ,幾春別岳,,1068,標高点,北海道,43.227072,142.159415,,,,,,,その他,
67,62,夕張岳,ゆうばりだけ,夕張岳,,1668,三角点,北海道,43.099691,142.251011,,1,,,,二百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
68,63,ハッタオマナイ岳,はったおまないだけ,ハッタオマナイ岳,,1021,三角点,北海道,42.846969,142.313123,,,,,,,その他,
69,64,トマム山,とまむやま,トマム山,,1239,三角点,北海道,43.078634,142.596096,,,,,,,その他,
70,65,芽室岳,めむろだけ,芽室岳,,1753,三角点,北海道,42.868967,142.785395,,,,,,,その他,
71,66,剣山,つるぎやま,剣山,,1205,三角点,北海道,42.848703,142.885059,,,,,,,その他,
72,67,チロロ岳,ちろろだけ,チロロ岳,,1880,三角点,北海道,42.825585,142.675406,,,,,,,その他,
73,68,ピパイロ岳,ぴぱいろだけ,ピパイロ岳,,1916,三角点,北海道,42.773184,142.727610,,,,,,,その他,
74,69,戸蔦別岳,とったべつだけ,戸蔦別岳,,1959,標高点,北海道,42.738665,142.695107,,,,,,,その他,
75,70,幌尻岳,ぽろしりだけ,幌尻岳,,2052,三角点,北海道,42.719435,142.682894,1,,,,,百名山:自動(名前一致・よみ一致・標高一致・県一致),自動一致,
76,71,エサオマントッタベツ岳,えさおまんとったべつだけ,エサオマントッタベツ岳,,1902,標高点,北海道,42.689411,142.757826,,,,,,,その他,
77,72,札内岳,さつないだけ,札内岳,,1895,三角点,北海道,42.693848,142.796750,,,,,,,その他,
78,73,十勝幌尻岳,とかちぽろしりだけ,十勝幌尻岳,,1846,三角点,北海道,42.695467,142.859408,,,,,,,その他,
79,74,イドンナップ岳,いどんなっぷだけ,イドンナップ岳,,1752,標高点,北海道,42.630386,142.648841,,,,,,,その他,
80,75,カムイエクウチカウシ山,かむいえくうちかうしやま,カムイエクウチカウシ山,,1979,三角点,北海道,42.625112,142.766406,,1,,,,二百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
81,76,１８３９峰,いっぱさんきゅうほう,１８３９峰,,1842,標高点,北海道,42.539346,142.808116,,,,,,,その他,
82,77,ペテガリ岳,ぺてがりだけ,ペテガリ岳,,1736,三角点,北海道,42.499337,142.871019,,1,,,,二百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
83,78,中ノ岳,なかのだけ,中ノ岳,,1519,標高点,北海道,42.468032,142.884608,,,,,,,その他,
84,79,神威岳,かむいだけ,神威岳,,1600,三角点,北海道,42.428465,142.906866,,,1,,,三百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
85,80,ピリカヌプリ,ぴりかぬぷり,ピリカヌプリ,,1630,三角点,北海道,42.402225,142.966802,,,,,,,その他,
86,81,楽古岳,らっこだけ,楽古岳,,1471,三角点,北海道,42.272513,143.111252,,,,,,,その他,
87,82,豊似岳,とよにだけ,豊似岳,,1104,三角点,北海道,42.076973,143.232975,,,,,,,その他,
88,83,アポイ岳,あぽいだけ,アポイ岳,,810,三角点,北海道,42.107849,143.025658,,,,,,,その他,
89,84,藻岩山,もいわやま,藻岩山,,531,三角点,北海道,43.022380,141.322328,,,,,,,その他,
90,85,手稲山,ていねやま,手稲山,,1023,三角点,北海道,43.076737,141.192632,,,,,,,その他,
91,86,余市岳,よいちだけ,余市岳,,1488,三角点,北海道,43.032728,141.019787,,,1,,,三百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
92,87,本倶登山,ぽんくとさん,本倶登山,,1009,三角点,北海道,42.955178,140.912621,,,,,,,その他,
93,88,無意根山,むいねやま,無意根山,,1464,標高点,北海道,42.930775,141.040671,,,,,,,その他,
94,89,札幌岳,さっぽろだけ,札幌岳,,1293,三角点,北海道,42.900189,141.200521,,,,,,,その他,
95,90,空沼岳,そらぬまだけ,空沼岳,,1251,標高点,北海道,42.865007,141.253694,,,,,,,その他,
96,91,恵庭岳,えにわだけ,恵庭岳,,1320,標高点,北海道,42.793311,141.285351,,,,,,,その他,
97,92,風不死岳,ふっぷしだけ,風不死岳,,1102,三角点,北海道,42.716842,141.358874,,,,,,,その他,
98,93,樽前山,たるまえさん,樽前山,,1041,標高点,北海道,42.690539,141.376650,,1,,,,二百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
99,94,ホロホロ山,ほろほろやま,ホロホロ山,,1322,三角点,北海道,42.633513,141.142532,,,,,,,その他,
100,95,余別岳,よべつだけ,余別岳,,1298,三角点,北海道,43.260060,140.459136,,,,,,,その他,
101,96,天狗岳,てんぐだけ,天狗岳,,872,三角点,北海道,43.184805,140.660816,,,,,,,その他,
102,97,雷電山,らいでんやま,雷電山,,1211,三角点,北海道,42.903633,140.469623,,,,,,,その他,
103,98,目国内岳,めくんないだけ,目国内岳,,1220,標高点,北海道,42.899746,140.515293,,,,,,,その他,
104,99,ニセコアンヌプリ,にせこあんぬぷり,ニセコアンヌプリ,,1308,三角点,北海道,42.875018,140.658839,,,1,,,三百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
105,100,後方羊蹄山,しりべしやま,羊蹄山,,1898,標高点,北海道,42.826659,140.811488,1,,,,羊蹄山（蝦夷富士）/蝦夷富士,百名山:自動(名前部分一致・標高一致・県一致),目視確認済,百名山: 表記違い: 後方羊蹄山=羊蹄山(蝦夷富士)
106,101,尻別岳,しりべつだけ,尻別岳,,1107,三角点,北海道,42.772572,140.910348,,,,,,,その他,
107,102,貫気別山,ぬっきべつやま,貫気別山,,993,三角点,北海道,42.710081,140.922730,,,,,,,その他,
108,103,昆布岳,こんぶだけ,昆布岳,,1045,三角点,北海道,42.710370,140.655469,,,,,,,その他,
109,104,昭和新山,しょうわしんざん,昭和新山,,398,標高点,北海道,42.542555,140.864350,,,,,,,その他,
110,105,有珠山（大有珠）,うすざん（おおうす）,有珠山,大有珠,733,標高点,北海道,42.543998,140.839251,,,,,有珠山/大有珠,,その他,
111,106,母衣月山,ほろづきやま,母衣月山,,503,三角点,北海道,42.770126,140.214933,,,,,,,その他,
112,107,大平山,おおびらやま,大平山,,1191,三角点,北海道,42.635959,140.135584,,,,,,,その他,
113,108,狩場山,かりばやま,狩場山,,1520,三角点,北海道,42.613353,139.940602,,,1,,,三百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
114,109,毛無山,けなしやま,毛無山,,816,標高点,北海道,42.295409,139.810731,,,,,,,その他,
115,110,遊楽部岳（見市岳）,ゆうらっぷだけ（けんいちだけ）,遊楽部岳,,1277,標高点,北海道,42.219023,140.010340,,,,,見市岳,,その他,
116,111,乙部岳,おとべだけ,乙部岳,,1017,三角点,北海道,42.039370,140.274586,,,,,,,その他,
117,112,駒ケ岳,こまがたけ,駒ヶ岳,剣ヶ峯,1131,標高点,北海道,42.063344,140.677287,,1,,,駒ヶ岳/剣ヶ峯,二百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
118,113,横津岳,よこつだけ,横津岳,,1167,標高点,北海道,41.937884,140.771135,,,,,,,その他,
119,114,恵山,えさん,恵山,,617,三角点,北海道,41.804707,141.166031,,,,,,,その他,
120,115,函館山,はこだてやま,函館山,,334,標高点,北海道,41.759027,140.704302,,,,,,,その他,
121,116,八幡岳,はちまんだけ,八幡岳,,664,三角点,北海道,41.851881,140.229991,,,,,,,その他,
122,117,桂岳,かつらだけ,桂岳,,734,三角点,北海道,41.789257,140.464400,,,,,,,その他,
123,118,七ッ岳,ななつだけ,七ッ岳,,957,三角点,北海道,41.624218,140.214070,,,,,,,その他,
124,119,大千軒岳,だいせんげんだけ,大千軒岳,,1072,三角点,北海道,41.579319,140.160818,,,1,,,三百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
125,120,岩部岳,いわべだけ,岩部岳,,794,三角点,北海道,41.527175,140.310867,,,,,,,その他,
126,121,神威山,かむいやま,神威山,,584,標高点,北海道,42.160273,139.442662,,,,,,,その他,
127,122,江良岳,えらだけ,江良岳,,731,三角点,北海道,41.509904,139.367158,,,,,,,その他,
128,123,燧岳,ひうちだけ,燧岳,,781,三角点,青森県,41.439132,141.052919,,,,,,,その他,
129,124,釜臥山,かまふせやま,釜臥山,,878,三角点,青森県,41.278517,141.120015,,,,,,,その他,
130,125,桑畑山,くわばたやま,桑畑山,,400,三角点,青森県,41.387582,141.440735,,,,,,,その他,
131,126,吹越烏帽子,ふっこしえぼし,吹越烏帽子,,508,三角点,青森県,41.037443,141.317141,,,,,,,その他,
132,127,丸屋形岳,まるやがただけ,丸屋形岳,,718,三角点,青森県,41.152825,140.586625,,,,,,,その他,
133,128,四ッ滝山,よつだきやま,四ッ滝山,,669,三角点,青森県,41.121690,140.400483,,,,,,,その他,
134,129,梵珠山,ぼんじゅさん,梵珠山,,468,三角点,青森県,40.799693,140.575489,,,,,,,その他,
135,130,階上岳（種市岳）,はしかみだけ（たねいちだけ）,階上岳,,739,三角点,青森県 岩手県,40.400693,141.584364,,,,,種市岳,,その他,
136,131,名久井岳,なくいだけ,名久井岳,,615,三角点,青森県,40.387975,141.308363,,,,,,,その他,
137,132,折爪岳,おりつめだけ,折爪岳,,852,三角点,岩手県,40.268760,141.374481,,,,,,,その他,
138,133,安家森,あっかもり,安家森,,1239,三角点,岩手県,40.038037,141.540989,,,,,,,その他,
139,134,遠島山,とおしまやま,遠島山,,1262,三角点,岩手県,40.020655,141.644249,,,,,,,その他,
140,135,三巣子岳,みすごだけ,三巣子岳,,1181,三角点,岩手県,39.900078,141.485421,,,,,,,その他,
141,136,姫神山,ひめかみさん,姫神山,,1123,三角点,岩手県,39.844024,141.246896,,1,,,,二百名山:自動(名前一致・標高一致・距離0.0km・県一致),自動一致,
142,137,堺ノ神岳,さかいのかみだけ,堺ノ神岳,,1319,三角点,岩手県,39.750263,141.626389,,,,,,,その他,
143,138,害鷹森,がいたかもり,害鷹森,,1304,三角点,岩手県,39.711729,141.604551,,,,,,,その他,
144,139,青松葉山,あおまつばやま,青松葉山,,1365,三角点,岩手県,39.697498,141.483563,,,,,,,その他,
145,140,峠ノ神山,とうげのかみやま,峠ノ神山,,1229,三角点,岩手県,39.726881,141.781082,,,,,,,その他,
146,141,早池峰,はやちね,早池峰山,,1917,標高点,岩手県,39.558445,141.488876,1,,,,早池峰山,百名山:自動(名前部分一致・標高一致・県一致),目視確認済,百名山: 表記違い: 早池峰=早池峰山
147,142,薬師岳,やくしだけ,薬師岳,,1645,三角点,岩手県,39.529927,141.495734,,,,,,,その他,
148,143,十二神山,じゅうにしんざん,十二神山,,731,三角点,岩手県,39.538579,141.974887,,,,,,,その他,
149,144,六角牛山,ろっこうしさん,六角牛山,,1293,三角点,岩手県,39.318339,141.650179,,,,,,,その他,
150,145,五葉山,ごようざん,五葉山,,1351,標高点,岩手県,39.205453,141.732123,,,1,,,三百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
151,146,物見山（種山）,ものみやま（たねやま）,物見山,,870,三角点,岩手県,39.201143,141.401724,,,,,種山,,その他,
152,147,氷上山,ひかみさん,氷上山,,874,三角点,岩手県,39.058929,141.660547,,,,,,,その他,
153,148,室根山,むろねさん,室根山,,895,三角点,岩手県,38.975194,141.447249,,,,,,,その他,
154,149,徳仙丈山,とくせんじょうやま,徳仙丈山,,711,三角点,宮城県,38.848421,141.469945,,,,,,,その他,
155,150,金華山,きんかさん,金華山,,444,三角点,宮城県,38.295305,141.566804,,,,,,,その他,
156,151-1,八甲田山,はっこうださん,八甲田山,大岳,1584,三角点,青森県,40.658907,140.877249,1,,,,大岳,百名山:自動(名前一致・よみ一致・標高一致・県一致),自動一致,
157,151-2,八甲田山（高田大岳）,はっこうださん（たかだおおだけ）,八甲田山,高田大岳,1559,標高点,青森県,40.653050,140.907131,,,,,八甲田山/高田大岳,,その他,
158,152,櫛ヶ峯（上岳）,くしがみね（かみだけ）,櫛ヶ峯,,1516,三角点,青森県,40.603174,140.842575,,,,,上岳,,その他,
159,153,戸来岳（三ッ岳）,へらいだけ（みつだけ）,戸来岳,三ッ岳,1159,三角点,青森県,40.452926,141.001503,,,,,戸来岳/三ッ岳,,その他,
160,154,白地山,しろじやま,白地山,,1034,三角点,秋田県,40.447215,140.788164,,,,,,,その他,
161,155,中岳,なかだけ,中岳,,1024,三角点,秋田県 岩手県,40.246022,140.944368,,,,,,,その他,
162,156,稲庭岳,いなにわだけ,稲庭岳,,1078,三角点,岩手県,40.198619,141.046210,,,,,,,その他,
163,157,五ノ宮嶽,ごのみやだけ,五ノ宮嶽,,1115,三角点,秋田県,40.145836,140.845939,,,,,,,その他,
164,158,七時雨山,ななしぐれやま,七時雨山,,1063,標高点,岩手県,40.069278,141.105652,,,,,,,その他,
165,159,森吉山,もりよしざん,森吉山,,1454,三角点,秋田県,39.976753,140.544174,,1,,,,二百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
166,160,焼山,やけやま,焼山,,1366,三角点,秋田県,39.963818,140.757004,,,,,,,その他,
167,161-1,八幡平,はちまんたい,八幡平,,1613,三角点,岩手県,39.957808,140.854094,1,,,,,百名山:自動(名前一致・よみ一致・標高一致・県一致),自動一致,
168,161-2,八幡平（茶臼岳）,はちまんたい（ちゃうすだけ）,八幡平,茶臼岳,1578,三角点,岩手県,39.950761,140.898932,,,,,八幡平/茶臼岳,,その他,
169,161-3,八幡平（畚岳）,はちまんたい（もっこだけ）,八幡平,畚岳,1577,三角点,秋田県,39.935921,140.850603,,,,,八幡平/畚岳,,その他,
170,162,大深岳,おおふかだけ,大深岳,,1541,三角点,岩手県 秋田県,39.881092,140.879683,,,,,,,その他,
171,163,岩手山,いわてさん,岩手山,,2038,三角点,岩手県,39.852607,141.001018,1,,,,,百名山:自動(名前一致・よみ一致・標高一致・県一致),自動一致,
172,164,乳頭山（烏帽子岳）,にゅうとうさんえぼしだけ,烏帽子岳,,1478,標高点,岩手県 秋田県,39.804889,140.838626,,,1,,烏帽子岳（乳頭山）/乳頭山,三百名山:自動(標高一致・距離0.0km・県一致),自動一致,
173,165,秋田駒ヶ岳,あきたこまがたけ,駒ヶ岳,男女岳,1637,三角点,秋田県,39.761097,140.799381,,1,,,駒ヶ岳/男女岳,二百名山:自動(名前部分一致・標高一致・距離0.0km・県一致),自動一致,
174,166,岩木山,いわきさん,岩木山,,1624,三角点,青森県,40.655916,140.303075,1,,,,,百名山:自動(名前一致・よみ一致・標高一致・県一致),自動一致,
175,167,向白神岳,むかいしらかみだけ,向白神岳,,1250,標高点,青森県,40.523919,140.045433,,,,,,,その他,
176,168,白神岳,しらかみだけ,白神岳,,1235,標高点,青森県,40.507426,140.018230,,1,,,,二百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
177,169,二ッ森,ふたつもり,二ッ森,,1086,三角点,青森県 秋田県,40.435045,140.117906,,,,,,,その他,
178,170,駒ヶ岳,こまがたけ,駒ヶ岳,,1158,三角点,秋田県,40.412911,140.251138,,,,,,,その他,
179,171,田代岳,たしろだけ,田代岳,,1178,三角点,秋田県,40.428486,140.408843,,,,,,,その他,
180,172,房住山,ぼうじゅうざん,房住山,,409,三角点,秋田県,40.060516,140.216095,,,,,,,その他,
181,173,太平山,たいへいざん,太平山,,1170,三角点,秋田県,39.796992,140.310685,,,1,,,三百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
182,174,大仏岳,だいぶつだけ,大仏岳,,1166,三角点,秋田県,39.813647,140.515642,,,,,,,その他,
183,175,東光山,とうこうさん,東光山,,594,標高点,秋田県,39.406580,140.161576,,,,,,,その他,
184,176,八塩山,やしおやま,八塩山,,713,三角点,秋田県,39.236573,140.227682,,,,,,,その他,
185,177,鳥海山,ちょうかいさん,鳥海山,新山,2236,測定点,山形県,39.099369,140.048885,1,,,,新山,百名山:自動(名前一致・よみ一致・標高一致・県一致),自動一致,
186,178,丁岳,ひのとだけ,丁岳,,1145,三角点,秋田県 山形県,39.032022,140.219333,,,,,,,その他,
187,179,甑山（男甑山）,こしきやま（おとここしきやま）,甑山,男甑山,981,三角点,山形県,39.012053,140.310571,,,,,甑山/男甑山,,その他,
188,180,男加無山,おかぶやま,男加無山,,997,三角点,山形県,39.009413,140.260287,,,,,,,その他,
189,181,寒風山,かんぷうざん,寒風山,,355,三角点,秋田県,39.933704,139.875349,,,,,,,その他,
190,182,本山,ほんざん,本山,,715,三角点,秋田県,39.906841,139.753772,,,,,,,その他,
191,183,東根山,あずまねさん,東根山,,928,三角点,岩手県,39.587350,141.059766,,,,,,,その他,
192,184,和賀岳,わがだけ,和賀岳,,1439,三角点,岩手県 秋田県,39.570396,140.754255,,1,,,,二百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
193,185,真昼岳,まひるだけ,真昼岳,,1059,標高点,岩手県 秋田県,39.447854,140.676545,,,,,,,その他,
194,186,黒森,くろもり,黒森,,944,三角点,岩手県,39.348275,140.868380,,,,,,,その他,
195,187,焼石岳,やけいしだけ,焼石岳,,1547,三角点,岩手県,39.163672,140.828835,,1,,,,二百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
196,188,栗駒山,くりこまやま,栗駒山,,1626,三角点,岩手県 宮城県,38.960912,140.788430,,1,,,栗駒山（須川岳）/須川岳,二百名山:自動(名前一致・標高一致・距離0.0km・県一致),自動一致,
197,189,高松岳,たかまつだけ,高松岳,,1348,標高点,秋田県,38.967703,140.606336,,,,,,,その他,
198,190,虎毛山,とらげさん,虎毛山,,1432,三角点,秋田県,38.904580,140.618816,,,,,,,その他,
199,191,荒雄岳,あらおだけ,荒雄岳,,984,三角点,宮城県,38.833153,140.691545,,,,,,,その他,
200,192,神室山,かむろさん,神室山,,1365,三角点,秋田県 山形県,38.902253,140.492300,,1,,,,二百名山:自動(名前一致・よみ一致・標高一致・距離0.0km・県一致),自動一致,
201,193,火打岳,ひうちだけ,火打岳,,1237,三角点,山形県,38.840210,140.448473,,,,,,,その他,
